,Drug Type,Sex,with/without?,Opioid Type,Deaths,Death Rate,Year,Population Type
825,Psychostimulants,Male,with,any,5946.0,2.2,2019,Overall
826,Psychostimulants,Female,with,synthetic,1711.0,2.5,2019,Overall
827,Psychostimulants,Male,with,synthetic,3853.0,3.2,2019,Overall
828,Benzodiazepines,Female,overall,overall,3986.0,3.6,2019,Overall
829,Benzodiazepines,Male,overall,overall,5725.0,2.6,2019,Overall
830,Benzodiazepines,Female,with,any,3303.0,3.1,2019,Overall
831,Benzodiazepines,Male,with,any,4998.0,0.3999999999999999,2019,Overall
832,Benzodiazepines,Female,with,synthetic,1834.0,2.1,2019,Overall
833,Benzodiazepines,Male,with,synthetic,3353.0,1.4,2019,Overall
834,Antidepressants,Female,overall,overall,3048.0,1.3,2019,Overall
835,Antidepressants,Male,overall,overall,2127.0,0.9,2019,Overall
836,Antidepressants,Female,with,any,1773.0,0.8,2019,Overall
837,Antidepressants,Male,with,any,1378.0,0.6,2019,Overall
838,Antidepressants,Female,with,synthetic,887.0,0.5,2019,Overall
839,Antidepressants,Male,with,synthetic,823.0,1.0,2019,Overall
840,Prescription opioids,Female,overall,overall,6441.0,6.1,2020,Overall
841,Prescription opioids,Male,overall,overall,9975.0,2.7,2020,Overall
842,Prescription opioids,Female,with,synthetic,2798.0,3.6,2020,Overall
843,Prescription opioids,Male,with,synthetic,5828.0,2.2,2020,Overall
844,Synthetic opioids,Female,overall,overall,15250.0,25.9,2020,Overall
845,Synthetic opioids,Male,overall,overall,41266.0,4.1,2020,Overall
846,Heroin,Female,overall,overall,3284.0,6.1,2020,Overall
847,Heroin,Male,overall,overall,9881.0,2.8,2020,Overall
848,Heroin,Female,with,synthetic,2294.0,4.1,2020,Overall
849,Heroin,Male,with,synthetic,6696.0,1.2999999999999998,2020,Overall
850,Stimulants,Female,overall,overall,11338.0,18.1,2020,Overall
851,Stimulants,Male,overall,overall,29305.0,8.8,2020,Overall
852,Stimulants,Female,with,any,7919.0,12.6,2020,Overall
853,Stimulants,Male,with,any,20047.0,3.799999999999999,2020,Overall
854,Stimulants,Female,with,synthetic,6631.0,10.9,2020,Overall
855,Stimulants,Male,with,synthetic,17151.0,5.1,2020,Overall
856,Cocaine,Female,overall,overall,5245.0,8.7,2020,Overall
857,Cocaine,Male,overall,overall,14202.0,4.8,2020,Overall
858,Cocaine,Female,with,any,4193.0,7.0,2020,Overall
859,Cocaine,Male,with,any,11145.0,1.2000000000000002,2020,Overall
860,Cocaine,Female,with,synthetic,3752.0,6.3,2020,Overall
861,Cocaine,Male,with,synthetic,10151.0,1.7000000000000002,2020,Overall
862,Psychostimulants,Female,overall,overall,6890.0,10.6,2020,Overall
863,Psychostimulants,Male,overall,overall,16947.0,4.7,2020,Overall
864,Psychostimulants,Female,with,any,4402.0,6.6,2020,Overall
865,Psychostimulants,Male,with,any,10375.0,2.8,2020,Overall
866,Psychostimulants,Female,with,synthetic,3461.0,5.3,2020,Overall
867,Psychostimulants,Male,with,synthetic,8256.0,3.7,2020,Overall
868,Benzodiazepines,Female,overall,overall,4810.0,4.7,2020,Overall
869,Benzodiazepines,Male,overall,overall,7480.0,3.4,2020,Overall
870,Benzodiazepines,Female,with,any,4108.0,4.2,2020,Overall
871,Benzodiazepines,Male,with,any,6663.0,0.3999999999999999,2020,Overall
872,Benzodiazepines,Female,with,synthetic,2733.0,3.3,2020,Overall
873,Benzodiazepines,Male,with,synthetic,5250.0,1.2999999999999998,2020,Overall
874,Antidepressants,Female,overall,overall,3122.0,1.5,2020,Overall
875,Antidepressants,Male,overall,overall,2475.0,1.1,2020,Overall
876,Antidepressants,Female,with,any,1931.0,1.0,2020,Overall
877,Antidepressants,Male,with,any,1680.0,0.5999999999999999,2020,Overall
878,Antidepressants,Female,with,synthetic,1149.0,0.8,2020,Overall
879,Antidepressants,Male,with,synthetic,1238.0,1.0,2020,Overall
880,Prescription opioids,Female,overall,overall,6623.0,6.0,2021,Overall
881,Prescription opioids,Male,overall,overall,10083.0,2.9,2021,Overall
882,Prescription opioids,Female,with,synthetic,6393.0,3.8,2021,Overall
883,Prescription opioids,Male,with,synthetic,3251.0,2.0000000000000004,2021,Overall
884,Synthetic opioids,Female,overall,overall,19571.0,31.4,2021,Overall
885,Synthetic opioids,Male,overall,overall,51030.0,2.8,2021,Overall
886,Heroin,Female,overall,overall,2372.0,4.1,2021,Overall
887,Heroin,Male,overall,overall,6801.0,2.1,2021,Overall
888,Heroin,Female,with,synthetic,1791.0,3.0,2021,Overall
889,Heroin,Male,with,synthetic,4992.0,0.6999999999999997,2021,Overall
890,Stimulants,Female,overall,overall,15087.0,23.2,2021,Overall
891,Stimulants,Male,overall,overall,38408.0,11.7,2021,Overall
892,Stimulants,Female,with,any,10898.0,16.5,2021,Overall
893,Stimulants,Male,with,any,26784.0,4.600000000000001,2021,Overall
894,Stimulants,Female,with,synthetic,9799.0,15.2,2021,Overall
895,Stimulants,Male,with,synthetic,24630.0,5.600000000000001,2021,Overall
896,Cocaine,Female,overall,overall,6858.0,10.5,2021,Overall
897,Cocaine,Male,overall,overall,17628.0,5.9,2021,Overall
898,Cocaine,Female,with,any,5418.0,8.4,2021,Overall
899,Cocaine,Male,with,any,13832.0,1.3999999999999995,2021,Overall
900,Cocaine,Female,with,synthetic,5071.0,7.9,2021,Overall
901,Cocaine,Male,with,synthetic,13082.0,1.7000000000000002,2021,Overall
902,Psychostimulants,Female,overall,overall,9218.0,14.3,2021,Overall
903,Psychostimulants,Male,overall,overall,23319.0,6.7,2021,Overall
904,Psychostimulants,Female,with,any,6317.0,9.4,2021,Overall
905,Psychostimulants,Male,with,any,15054.0,3.3,2021,Overall
906,Psychostimulants,Female,with,synthetic,5498.0,8.5,2021,Overall
907,Psychostimulants,Male,with,synthetic,13488.0,4.0,2021,Overall
908,Benzodiazepines,Female,overall,overall,5056.0,4.6,2021,Overall
909,Benzodiazepines,Male,overall,overall,7443.0,3.4,2021,Overall
910,Benzodiazepines,Female,with,any,4307.0,4.1,2021,Overall
911,Benzodiazepines,Male,with,any,6685.0,0.3999999999999999,2021,Overall
912,Benzodiazepines,Female,with,synthetic,3180.0,3.5,2021,Overall
913,Benzodiazepines,Male,with,synthetic,5579.0,1.0999999999999996,2021,Overall
914,Antidepressants,Female,overall,overall,3343.0,1.5,2021,Overall
915,Antidepressants,Male,overall,overall,2516.0,1.1,2021,Overall
916,Antidepressants,Female,with,any,2022.0,1.0,2021,Overall
917,Antidepressants,Male,with,any,1745.0,0.5999999999999999,2021,Overall
918,Antidepressants,Female,with,synthetic,1347.0,0.8,2021,Overall
919,Antidepressants,Male,with,synthetic,1374.0,0.8999999999999999,2021,Overall
920,Prescription opioids,Female,overall,overall,61.0,0.3,1999,"Young Adults, 15-24 Years"
921,Prescription opioids,Male,overall,overall,167.0,0.8,1999,"Young Adults, 15-24 Years"
922,Prescription opioids,Female,with,synthetic,,,1999,"Young Adults, 15-24 Years"
923,Prescription opioids,Male,with,synthetic,,,1999,"Young Adults, 15-24 Years"
924,Synthetic opioids,Female,overall,overall,,,1999,"Young Adults, 15-24 Years"
925,Synthetic opioids,Male,overall,overall,28.0,0.1,1999,"Young Adults, 15-24 Years"
926,Heroin,Female,overall,overall,38.0,0.2,1999,"Young Adults, 15-24 Years"
927,Heroin,Male,overall,overall,160.0,0.8,1999,"Young Adults, 15-24 Years"
928,Heroin,Female,with,synthetic,,,1999,"Young Adults, 15-24 Years"
929,Heroin,Male,with,synthetic,,,1999,"Young Adults, 15-24 Years"
930,Stimulants,Female,overall,overall,83.0,0.4,1999,"Young Adults, 15-24 Years"
931,Stimulants,Male,overall,overall,239.0,1.2,1999,"Young Adults, 15-24 Years"
932,Stimulants,Female,with,any,40.0,0.2,1999,"Young Adults, 15-24 Years"
933,Stimulants,Male,with,any,120.0,0.6,1999,"Young Adults, 15-24 Years"
934,Stimulants,Female,with,synthetic,,,1999,"Young Adults, 15-24 Years"
935,Stimulants,Male,with,synthetic,,,1999,"Young Adults, 15-24 Years"
936,Cocaine,Female,overall,overall,60.0,0.3,1999,"Young Adults, 15-24 Years"
937,Cocaine,Male,overall,overall,207.0,1.0,1999,"Young Adults, 15-24 Years"
938,Cocaine,Female,with,any,34.0,0.2,1999,"Young Adults, 15-24 Years"
939,Cocaine,Male,with,any,113.0,0.6,1999,"Young Adults, 15-24 Years"
940,Cocaine,Female,with,synthetic,,,1999,"Young Adults, 15-24 Years"
941,Cocaine,Male,with,synthetic,,,1999,"Young Adults, 15-24 Years"
942,Psychostimulants,Female,overall,overall,26.0,0.1,1999,"Young Adults, 15-24 Years"
943,Psychostimulants,Male,overall,overall,41.0,0.2,1999,"Young Adults, 15-24 Years"
944,Psychostimulants,Female,with,any,,,1999,"Young Adults, 15-24 Years"
945,Psychostimulants,Male,with,any,,,1999,"Young Adults, 15-24 Years"
946,Psychostimulants,Female,with,synthetic,,,1999,"Young Adults, 15-24 Years"
947,Psychostimulants,Male,with,synthetic,,,1999,"Young Adults, 15-24 Years"
948,Benzodiazepines,Female,overall,overall,12.0,,1999,"Young Adults, 15-24 Years"
949,Benzodiazepines,Male,overall,overall,41.0,0.2,1999,"Young Adults, 15-24 Years"
950,Benzodiazepines,Female,with,any,,,1999,"Young Adults, 15-24 Years"
951,Benzodiazepines,Male,with,any,31.0,0.2,1999,"Young Adults, 15-24 Years"
952,Benzodiazepines,Female,with,synthetic,,,1999,"Young Adults, 15-24 Years"
953,Benzodiazepines,Male,with,synthetic,,,1999,"Young Adults, 15-24 Years"
954,Antidepressants,Female,overall,overall,27.0,0.1,1999,"Young Adults, 15-24 Years"
955,Antidepressants,Male,overall,overall,32.0,0.2,1999,"Young Adults, 15-24 Years"
956,Antidepressants,Female,with,any,,,1999,"Young Adults, 15-24 Years"
957,Antidepressants,Male,with,any,,,1999,"Young Adults, 15-24 Years"
958,Antidepressants,Female,with,synthetic,,,1999,"Young Adults, 15-24 Years"
959,Antidepressants,Male,with,synthetic,,,1999,"Young Adults, 15-24 Years"
960,Prescription opioids,Female,overall,overall,69.0,0.4,2000,"Young Adults, 15-24 Years"
961,Prescription opioids,Male,overall,overall,219.0,1.1,2000,"Young Adults, 15-24 Years"
962,Prescription opioids,Female,with,synthetic,,,2000,"Young Adults, 15-24 Years"
963,Prescription opioids,Male,with,synthetic,,,2000,"Young Adults, 15-24 Years"
964,Synthetic opioids,Female,overall,overall,13.0,,2000,"Young Adults, 15-24 Years"
965,Synthetic opioids,Male,overall,overall,27.0,0.1,2000,"Young Adults, 15-24 Years"
966,Heroin,Female,overall,overall,36.0,0.2,2000,"Young Adults, 15-24 Years"
967,Heroin,Male,overall,overall,180.0,0.9,2000,"Young Adults, 15-24 Years"
968,Heroin,Female,with,synthetic,,,2000,"Young Adults, 15-24 Years"
969,Heroin,Male,with,synthetic,,,2000,"Young Adults, 15-24 Years"
970,Stimulants,Female,overall,overall,94.0,0.5,2000,"Young Adults, 15-24 Years"
971,Stimulants,Male,overall,overall,258.0,1.3,2000,"Young Adults, 15-24 Years"
972,Stimulants,Female,with,any,43.0,0.2,2000,"Young Adults, 15-24 Years"
973,Stimulants,Male,with,any,138.0,0.7,2000,"Young Adults, 15-24 Years"
974,Stimulants,Female,with,synthetic,,,2000,"Young Adults, 15-24 Years"
975,Stimulants,Male,with,synthetic,,,2000,"Young Adults, 15-24 Years"
976,Cocaine,Female,overall,overall,72.0,0.4,2000,"Young Adults, 15-24 Years"
977,Cocaine,Male,overall,overall,204.0,1.0,2000,"Young Adults, 15-24 Years"
978,Cocaine,Female,with,any,39.0,0.2,2000,"Young Adults, 15-24 Years"
979,Cocaine,Male,with,any,125.0,0.6,2000,"Young Adults, 15-24 Years"
980,Cocaine,Female,with,synthetic,,,2000,"Young Adults, 15-24 Years"
981,Cocaine,Male,with,synthetic,,,2000,"Young Adults, 15-24 Years"
982,Psychostimulants,Female,overall,overall,31.0,0.2,2000,"Young Adults, 15-24 Years"
983,Psychostimulants,Male,overall,overall,66.0,0.3,2000,"Young Adults, 15-24 Years"
984,Psychostimulants,Female,with,any,,,2000,"Young Adults, 15-24 Years"
985,Psychostimulants,Male,with,any,,0.1,2000,"Young Adults, 15-24 Years"
986,Psychostimulants,Female,with,synthetic,,,2000,"Young Adults, 15-24 Years"
987,Psychostimulants,Male,with,synthetic,,,2000,"Young Adults, 15-24 Years"
988,Benzodiazepines,Female,overall,overall,22.0,0.1,2000,"Young Adults, 15-24 Years"
989,Benzodiazepines,Male,overall,overall,68.0,0.3,2000,"Young Adults, 15-24 Years"
990,Benzodiazepines,Female,with,any,17.0,,2000,"Young Adults, 15-24 Years"
991,Benzodiazepines,Male,with,any,57.0,0.3,2000,"Young Adults, 15-24 Years"
992,Benzodiazepines,Female,with,synthetic,,,2000,"Young Adults, 15-24 Years"
993,Benzodiazepines,Male,with,synthetic,,,2000,"Young Adults, 15-24 Years"
994,Antidepressants,Female,overall,overall,36.0,0.2,2000,"Young Adults, 15-24 Years"
995,Antidepressants,Male,overall,overall,32.0,0.2,2000,"Young Adults, 15-24 Years"
996,Antidepressants,Female,with,any,,,2000,"Young Adults, 15-24 Years"
997,Antidepressants,Male,with,any,,,2000,"Young Adults, 15-24 Years"
998,Antidepressants,Female,with,synthetic,,,2000,"Young Adults, 15-24 Years"
999,Antidepressants,Male,with,synthetic,,,2000,"Young Adults, 15-24 Years"
1000,Prescription opioids,Female,overall,overall,101.0,0.5,2001,"Young Adults, 15-24 Years"
1001,Prescription opioids,Male,overall,overall,388.0,1.9,2001,"Young Adults, 15-24 Years"
1002,Prescription opioids,Female,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1003,Prescription opioids,Male,with,synthetic,10.0,,2001,"Young Adults, 15-24 Years"
1004,Synthetic opioids,Female,overall,overall,15.0,,2001,"Young Adults, 15-24 Years"
1005,Synthetic opioids,Male,overall,overall,39.0,0.2,2001,"Young Adults, 15-24 Years"
1006,Heroin,Female,overall,overall,42.0,0.2,2001,"Young Adults, 15-24 Years"
1007,Heroin,Male,overall,overall,170.0,0.8,2001,"Young Adults, 15-24 Years"
1008,Heroin,Female,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1009,Heroin,Male,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1010,Stimulants,Female,overall,overall,96.0,0.5,2001,"Young Adults, 15-24 Years"
1011,Stimulants,Male,overall,overall,268.0,1.3,2001,"Young Adults, 15-24 Years"
1012,Stimulants,Female,with,any,47.0,0.2,2001,"Young Adults, 15-24 Years"
1013,Stimulants,Male,with,any,142.0,0.7,2001,"Young Adults, 15-24 Years"
1014,Stimulants,Female,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1015,Stimulants,Male,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1016,Cocaine,Female,overall,overall,68.0,0.3,2001,"Young Adults, 15-24 Years"
1017,Cocaine,Male,overall,overall,212.0,1.0,2001,"Young Adults, 15-24 Years"
1018,Cocaine,Female,with,any,42.0,0.2,2001,"Young Adults, 15-24 Years"
1019,Cocaine,Male,with,any,125.0,0.6,2001,"Young Adults, 15-24 Years"
1020,Cocaine,Female,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1021,Cocaine,Male,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1022,Psychostimulants,Female,overall,overall,36.0,0.2,2001,"Young Adults, 15-24 Years"
1023,Psychostimulants,Male,overall,overall,65.0,0.3,2001,"Young Adults, 15-24 Years"
1024,Psychostimulants,Female,with,any,,,2001,"Young Adults, 15-24 Years"
1025,Psychostimulants,Male,with,any,,0.1,2001,"Young Adults, 15-24 Years"
1026,Psychostimulants,Female,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1027,Psychostimulants,Male,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1028,Benzodiazepines,Female,overall,overall,26.0,0.1,2001,"Young Adults, 15-24 Years"
1029,Benzodiazepines,Male,overall,overall,107.0,0.5,2001,"Young Adults, 15-24 Years"
1030,Benzodiazepines,Female,with,any,19.0,,2001,"Young Adults, 15-24 Years"
1031,Benzodiazepines,Male,with,any,85.0,0.4,2001,"Young Adults, 15-24 Years"
1032,Benzodiazepines,Female,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1033,Benzodiazepines,Male,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1034,Antidepressants,Female,overall,overall,30.0,0.2,2001,"Young Adults, 15-24 Years"
1035,Antidepressants,Male,overall,overall,58.0,0.3,2001,"Young Adults, 15-24 Years"
1036,Antidepressants,Female,with,any,,,2001,"Young Adults, 15-24 Years"
1037,Antidepressants,Male,with,any,26.0,0.1,2001,"Young Adults, 15-24 Years"
1038,Antidepressants,Female,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1039,Antidepressants,Male,with,synthetic,,,2001,"Young Adults, 15-24 Years"
1040,Prescription opioids,Female,overall,overall,152.0,0.8,2002,"Young Adults, 15-24 Years"
1041,Prescription opioids,Male,overall,overall,489.0,2.3,2002,"Young Adults, 15-24 Years"
1042,Prescription opioids,Female,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1043,Prescription opioids,Male,with,synthetic,12.0,,2002,"Young Adults, 15-24 Years"
1044,Synthetic opioids,Female,overall,overall,22.0,0.1,2002,"Young Adults, 15-24 Years"
1045,Synthetic opioids,Male,overall,overall,62.0,0.3,2002,"Young Adults, 15-24 Years"
1046,Heroin,Female,overall,overall,56.0,0.3,2002,"Young Adults, 15-24 Years"
1047,Heroin,Male,overall,overall,185.0,0.9,2002,"Young Adults, 15-24 Years"
1048,Heroin,Female,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1049,Heroin,Male,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1050,Stimulants,Female,overall,overall,139.0,0.7,2002,"Young Adults, 15-24 Years"
1051,Stimulants,Male,overall,overall,353.0,1.7,2002,"Young Adults, 15-24 Years"
1052,Stimulants,Female,with,any,68.0,0.3,2002,"Young Adults, 15-24 Years"
1053,Stimulants,Male,with,any,183.0,0.9,2002,"Young Adults, 15-24 Years"
1054,Stimulants,Female,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1055,Stimulants,Male,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1056,Cocaine,Female,overall,overall,109.0,0.5,2002,"Young Adults, 15-24 Years"
1057,Cocaine,Male,overall,overall,279.0,1.3,2002,"Young Adults, 15-24 Years"
1058,Cocaine,Female,with,any,56.0,0.3,2002,"Young Adults, 15-24 Years"
1059,Cocaine,Male,with,any,167.0,0.8,2002,"Young Adults, 15-24 Years"
1060,Cocaine,Female,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1061,Cocaine,Male,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1062,Psychostimulants,Female,overall,overall,34.0,0.2,2002,"Young Adults, 15-24 Years"
1063,Psychostimulants,Male,overall,overall,90.0,0.4,2002,"Young Adults, 15-24 Years"
1064,Psychostimulants,Female,with,any,,,2002,"Young Adults, 15-24 Years"
1065,Psychostimulants,Male,with,any,,0.1,2002,"Young Adults, 15-24 Years"
1066,Psychostimulants,Female,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1067,Psychostimulants,Male,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1068,Benzodiazepines,Female,overall,overall,42.0,0.2,2002,"Young Adults, 15-24 Years"
1069,Benzodiazepines,Male,overall,overall,136.0,0.6,2002,"Young Adults, 15-24 Years"
1070,Benzodiazepines,Female,with,any,32.0,0.2,2002,"Young Adults, 15-24 Years"
1071,Benzodiazepines,Male,with,any,114.0,0.5,2002,"Young Adults, 15-24 Years"
1072,Benzodiazepines,Female,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1073,Benzodiazepines,Male,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1074,Antidepressants,Female,overall,overall,52.0,0.3,2002,"Young Adults, 15-24 Years"
1075,Antidepressants,Male,overall,overall,50.0,0.2,2002,"Young Adults, 15-24 Years"
1076,Antidepressants,Female,with,any,,,2002,"Young Adults, 15-24 Years"
1077,Antidepressants,Male,with,any,29.0,0.1,2002,"Young Adults, 15-24 Years"
1078,Antidepressants,Female,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1079,Antidepressants,Male,with,synthetic,,,2002,"Young Adults, 15-24 Years"
1080,Prescription opioids,Female,overall,overall,175.0,0.9,2003,"Young Adults, 15-24 Years"
1081,Prescription opioids,Male,overall,overall,658.0,3.1,2003,"Young Adults, 15-24 Years"
1082,Prescription opioids,Female,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1083,Prescription opioids,Male,with,synthetic,23.0,0.1,2003,"Young Adults, 15-24 Years"
1084,Synthetic opioids,Female,overall,overall,34.0,0.2,2003,"Young Adults, 15-24 Years"
1085,Synthetic opioids,Male,overall,overall,73.0,0.3,2003,"Young Adults, 15-24 Years"
1086,Heroin,Female,overall,overall,55.0,0.3,2003,"Young Adults, 15-24 Years"
1087,Heroin,Male,overall,overall,204.0,1.0,2003,"Young Adults, 15-24 Years"
1088,Heroin,Female,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1089,Heroin,Male,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1090,Stimulants,Female,overall,overall,162.0,0.8,2003,"Young Adults, 15-24 Years"
1091,Stimulants,Male,overall,overall,445.0,2.1,2003,"Young Adults, 15-24 Years"
1092,Stimulants,Female,with,any,65.0,0.3,2003,"Young Adults, 15-24 Years"
1093,Stimulants,Male,with,any,236.0,1.1,2003,"Young Adults, 15-24 Years"
1094,Stimulants,Female,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1095,Stimulants,Male,with,synthetic,14.0,,2003,"Young Adults, 15-24 Years"
1096,Cocaine,Female,overall,overall,118.0,0.6,2003,"Young Adults, 15-24 Years"
1097,Cocaine,Male,overall,overall,357.0,1.7,2003,"Young Adults, 15-24 Years"
1098,Cocaine,Female,with,any,57.0,0.3,2003,"Young Adults, 15-24 Years"
1099,Cocaine,Male,with,any,209.0,1.0,2003,"Young Adults, 15-24 Years"
1100,Cocaine,Female,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1101,Cocaine,Male,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1102,Psychostimulants,Female,overall,overall,51.0,0.3,2003,"Young Adults, 15-24 Years"
1103,Psychostimulants,Male,overall,overall,114.0,0.5,2003,"Young Adults, 15-24 Years"
1104,Psychostimulants,Female,with,any,,,2003,"Young Adults, 15-24 Years"
1105,Psychostimulants,Male,with,any,,0.2,2003,"Young Adults, 15-24 Years"
1106,Psychostimulants,Female,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1107,Psychostimulants,Male,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1108,Benzodiazepines,Female,overall,overall,53.0,0.3,2003,"Young Adults, 15-24 Years"
1109,Benzodiazepines,Male,overall,overall,159.0,0.7,2003,"Young Adults, 15-24 Years"
1110,Benzodiazepines,Female,with,any,37.0,0.2,2003,"Young Adults, 15-24 Years"
1111,Benzodiazepines,Male,with,any,133.0,0.6,2003,"Young Adults, 15-24 Years"
1112,Benzodiazepines,Female,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1113,Benzodiazepines,Male,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1114,Antidepressants,Female,overall,overall,56.0,0.3,2003,"Young Adults, 15-24 Years"
1115,Antidepressants,Male,overall,overall,59.0,0.3,2003,"Young Adults, 15-24 Years"
1116,Antidepressants,Female,with,any,28.0,0.1,2003,"Young Adults, 15-24 Years"
1117,Antidepressants,Male,with,any,29.0,0.1,2003,"Young Adults, 15-24 Years"
1118,Antidepressants,Female,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1119,Antidepressants,Male,with,synthetic,,,2003,"Young Adults, 15-24 Years"
1120,Prescription opioids,Female,overall,overall,202.0,1.0,2004,"Young Adults, 15-24 Years"
1121,Prescription opioids,Male,overall,overall,829.0,3.9,2004,"Young Adults, 15-24 Years"
1122,Prescription opioids,Female,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1123,Prescription opioids,Male,with,synthetic,19.0,,2004,"Young Adults, 15-24 Years"
1124,Synthetic opioids,Female,overall,overall,26.0,0.1,2004,"Young Adults, 15-24 Years"
1125,Synthetic opioids,Male,overall,overall,95.0,0.4,2004,"Young Adults, 15-24 Years"
1126,Heroin,Female,overall,overall,57.0,0.3,2004,"Young Adults, 15-24 Years"
1127,Heroin,Male,overall,overall,206.0,1.0,2004,"Young Adults, 15-24 Years"
1128,Heroin,Female,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1129,Heroin,Male,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1130,Stimulants,Female,overall,overall,161.0,0.8,2004,"Young Adults, 15-24 Years"
1131,Stimulants,Male,overall,overall,473.0,2.2,2004,"Young Adults, 15-24 Years"
1132,Stimulants,Female,with,any,83.0,0.4,2004,"Young Adults, 15-24 Years"
1133,Stimulants,Male,with,any,260.0,1.2,2004,"Young Adults, 15-24 Years"
1134,Stimulants,Female,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1135,Stimulants,Male,with,synthetic,13.0,,2004,"Young Adults, 15-24 Years"
1136,Cocaine,Female,overall,overall,121.0,0.6,2004,"Young Adults, 15-24 Years"
1137,Cocaine,Male,overall,overall,386.0,1.8,2004,"Young Adults, 15-24 Years"
1138,Cocaine,Female,with,any,76.0,0.4,2004,"Young Adults, 15-24 Years"
1139,Cocaine,Male,with,any,236.0,1.1,2004,"Young Adults, 15-24 Years"
1140,Cocaine,Female,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1141,Cocaine,Male,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1142,Psychostimulants,Female,overall,overall,43.0,0.2,2004,"Young Adults, 15-24 Years"
1143,Psychostimulants,Male,overall,overall,99.0,0.5,2004,"Young Adults, 15-24 Years"
1144,Psychostimulants,Female,with,any,,,2004,"Young Adults, 15-24 Years"
1145,Psychostimulants,Male,with,any,,0.1,2004,"Young Adults, 15-24 Years"
1146,Psychostimulants,Female,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1147,Psychostimulants,Male,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1148,Benzodiazepines,Female,overall,overall,60.0,0.3,2004,"Young Adults, 15-24 Years"
1149,Benzodiazepines,Male,overall,overall,211.0,1.0,2004,"Young Adults, 15-24 Years"
1150,Benzodiazepines,Female,with,any,52.0,0.3,2004,"Young Adults, 15-24 Years"
1151,Benzodiazepines,Male,with,any,185.0,0.9,2004,"Young Adults, 15-24 Years"
1152,Benzodiazepines,Female,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1153,Benzodiazepines,Male,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1154,Antidepressants,Female,overall,overall,65.0,0.3,2004,"Young Adults, 15-24 Years"
1155,Antidepressants,Male,overall,overall,82.0,0.4,2004,"Young Adults, 15-24 Years"
1156,Antidepressants,Female,with,any,28.0,0.1,2004,"Young Adults, 15-24 Years"
1157,Antidepressants,Male,with,any,41.0,0.2,2004,"Young Adults, 15-24 Years"
1158,Antidepressants,Female,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1159,Antidepressants,Male,with,synthetic,,,2004,"Young Adults, 15-24 Years"
1160,Prescription opioids,Female,overall,overall,225.0,1.1,2005,"Young Adults, 15-24 Years"
1161,Prescription opioids,Male,overall,overall,833.0,3.8,2005,"Young Adults, 15-24 Years"
1162,Prescription opioids,Female,with,synthetic,,,2005,"Young Adults, 15-24 Years"
1163,Prescription opioids,Male,with,synthetic,27.0,0.1,2005,"Young Adults, 15-24 Years"
1164,Synthetic opioids,Female,overall,overall,25.0,0.1,2005,"Young Adults, 15-24 Years"
